brand,group_uid,final_status,detail,line_no
Neo Worldwide,bbc22f5f-209b-4800-bac7-5440dd798d4a,Success,"[{'uid': 'e2b6c4dd-d608-4cd9-9e46-83fa93d5568d', 'group_uid': 'bbc22f5f-209b-4800-bac7-5440dd798d4a', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '2a59601a-2795-4ec6-a013-aa78ac189b38'}, {'uid': '17d3d232-400f-4d82-af85-90113bafc31a', 'group_uid': 'bbc22f5f-209b-4800-bac7-5440dd798d4a', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '2a59601a-2795-4ec6-a013-aa78ac189b38'}, {'uid': 'cb6ccc76-3bc3-4b14-ad8d-3474b5d37538', 'group_uid': 'bbc22f5f-209b-4800-bac7-5440dd798d4a', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '2a59601a-2795-4ec6-a013-aa78ac189b38'}]",961
Neuroequilibrium Diagnostic Systems,93d3d122-b2b4-4c9b-b097-9e466f4e7b22,Success,"[{'uid': 'b4f1df7a-aaa2-468a-b99b-87db9ada0cfa', 'group_uid': '93d3d122-b2b4-4c9b-b097-9e466f4e7b22', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'eab4d37c-467c-4c7a-971f-f1675df784c0'}, {'uid': 'dd293ccc-98e0-4db1-9e6f-fce5f409a2f6', 'group_uid': '93d3d122-b2b4-4c9b-b097-9e466f4e7b22', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'eab4d37c-467c-4c7a-971f-f1675df784c0'}, {'uid': '104db6b8-4a11-48b0-b2a9-c246ec09298b', 'group_uid': '93d3d122-b2b4-4c9b-b097-9e466f4e7b22', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'eab4d37c-467c-4c7a-971f-f1675df784c0'}]",965
New Bussinmcm Mcm Delhi,1bac8904-bf7a-4f9f-9b99-5be83ea63de6,Success,"[{'uid': '905576a1-16e0-4817-b5ae-5de04ed7f84f', 'group_uid': '1bac8904-bf7a-4f9f-9b99-5be83ea63de6', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '788b2345-5330-4020-b26c-644f41a4b1f4'}, {'uid': '607e0433-7b7c-4b5d-85c2-a85b5b3a0ab2', 'group_uid': '1bac8904-bf7a-4f9f-9b99-5be83ea63de6', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '788b2345-5330-4020-b26c-644f41a4b1f4'}, {'uid': '3e484b1d-799b-4085-b45e-726425546b92', 'group_uid': '1bac8904-bf7a-4f9f-9b99-5be83ea63de6', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '788b2345-5330-4020-b26c-644f41a4b1f4'}]",970
New Zealand Tourism Board,9da5e63e-1305-4645-9157-a2ebf322dc0a,Success,"[{'uid': 'fc94014d-e790-49a7-b16a-4451c77b5e45', 'group_uid': '9da5e63e-1305-4645-9157-a2ebf322dc0a', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'ba9830bb-2b58-4c67-9b6a-254a5c0c0bb4'}, {'uid': '8d3cf075-ceb5-468b-9b78-38c6390b0b14', 'group_uid': '9da5e63e-1305-4645-9157-a2ebf322dc0a', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'ba9830bb-2b58-4c67-9b6a-254a5c0c0bb4'}, {'uid': 'e60c19d8-5c38-484f-a4a9-d1191e1e6a61', 'group_uid': '9da5e63e-1305-4645-9157-a2ebf322dc0a', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'ba9830bb-2b58-4c67-9b6a-254a5c0c0bb4'}]",975
Zydus Wellness,c88acc2a-f084-46a2-a428-c5e92e2aabb5,422 - Already Exists,"❌ Failed to patch roles for existing group c88acc2a-f084-46a2-a428-c5e92e2aabb5: Patch roles failed: 422 - {""code"":422,""message"":""Item with (group_id, role_id, account_id)=(c88acc2a-f084-46a2-a428-c5e92e2aabb5, 1544916c-0ce0-4042-a8e5-6e18042c73b7, 09ae54e1-7ff3-4cc5-b2aa-994005b03932) already exists""}",982
Nexxbase Marketing,f95e2c44-24bd-42cf-a730-047c66254a2f,Success,"[{'uid': '47720999-91fc-4c9f-b147-2ddfaefe7335', 'group_uid': 'f95e2c44-24bd-42cf-a730-047c66254a2f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '4eefe6b4-15be-44f4-9e7d-aa44a21c0cce'}, {'uid': 'd4ab0053-ed6c-4ff6-a213-fd73e00856bf', 'group_uid': 'f95e2c44-24bd-42cf-a730-047c66254a2f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '4eefe6b4-15be-44f4-9e7d-aa44a21c0cce'}, {'uid': '4d6adbac-1c15-4cb5-872e-e457bfea1b68', 'group_uid': 'f95e2c44-24bd-42cf-a730-047c66254a2f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '4eefe6b4-15be-44f4-9e7d-aa44a21c0cce'}]",986
Nh Integrated Care,e50d5f1f-41da-46c4-b7dc-597ea9337798,Success,"[{'uid': 'd9c6ca58-c057-4993-9906-1697355442c9', 'group_uid': 'e50d5f1f-41da-46c4-b7dc-597ea9337798', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '75b70da1-a165-4757-9705-c89355030264'}, {'uid': 'e79cc504-4c8f-47b9-bc23-6c80e976f91b', 'group_uid': 'e50d5f1f-41da-46c4-b7dc-597ea9337798', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '75b70da1-a165-4757-9705-c89355030264'}, {'uid': 'f2c11d05-2fbb-4a18-9f24-6af42bc9187a', 'group_uid': 'e50d5f1f-41da-46c4-b7dc-597ea9337798', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '75b70da1-a165-4757-9705-c89355030264'}]",991
Niit,8208aa5c-7f7f-4f79-a70b-8d3b1807a653,Success,"[{'uid': '7f4831ab-3515-44da-960f-35d630d388e8', 'group_uid': '8208aa5c-7f7f-4f79-a70b-8d3b1807a653', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '74b62707-4876-43a0-b348-2efdf211855d'}, {'uid': 'a2d0bc2d-d2ff-4ee3-8190-8a8a96ee0d85', 'group_uid': '8208aa5c-7f7f-4f79-a70b-8d3b1807a653', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '74b62707-4876-43a0-b348-2efdf211855d'}, {'uid': 'e31a5287-2e1e-4eb1-9737-d9bfa0fbd7aa', 'group_uid': '8208aa5c-7f7f-4f79-a70b-8d3b1807a653', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '74b62707-4876-43a0-b348-2efdf211855d'}]",997
NGC Network,8ee27dda-09ea-4458-8226-e33d4c3f6a99,Success,"[{'uid': '5292f4f5-b2b6-415d-b50c-2e7ad6109370', 'group_uid': '8ee27dda-09ea-4458-8226-e33d4c3f6a99', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '77a48840-b0ba-45c7-ada1-f2f6aff4abed'}, {'uid': 'b1b4d7d4-d5cf-45fa-a46a-4cd45239842e', 'group_uid': '8ee27dda-09ea-4458-8226-e33d4c3f6a99', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '77a48840-b0ba-45c7-ada1-f2f6aff4abed'}, {'uid': 'e8929c0d-c749-46e7-a768-613b412da5fe', 'group_uid': '8ee27dda-09ea-4458-8226-e33d4c3f6a99', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '77a48840-b0ba-45c7-ada1-f2f6aff4abed'}]",1002
Nobroker Technologies Solutions,c8fdac7b-562e-4427-a699-903eae3491e5,Success,"[{'uid': 'ebd2bf93-9c5f-42fa-997d-3ab93d746ae1', 'group_uid': 'c8fdac7b-562e-4427-a699-903eae3491e5', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '5d432253-4d75-428e-a642-766e4eea2184'}, {'uid': '512d6b20-9b47-464d-84a0-bfc880fe88a1', 'group_uid': 'c8fdac7b-562e-4427-a699-903eae3491e5', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '5d432253-4d75-428e-a642-766e4eea2184'}, {'uid': '95a02df6-424d-4cdb-88e7-04834c0072e5', 'group_uid': 'c8fdac7b-562e-4427-a699-903eae3491e5', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '5d432253-4d75-428e-a642-766e4eea2184'}]",1006
Nivaat Consumer Goods,d7cc63e1-97d1-435a-8e8c-c19ff6c9a0c1,Success,"[{'uid': '2019cd87-198c-4361-a8df-4ca3b5f0eb85', 'group_uid': 'd7cc63e1-97d1-435a-8e8c-c19ff6c9a0c1', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '00bfb5f5-dca6-4a4f-b11a-4b867dbe0691'}, {'uid': 'd81b0c7d-a7c4-4426-b0bf-c66f77932c4f', 'group_uid': 'd7cc63e1-97d1-435a-8e8c-c19ff6c9a0c1', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '00bfb5f5-dca6-4a4f-b11a-4b867dbe0691'}, {'uid': 'c665b740-6d21-4831-aabc-fb1d913b62bc', 'group_uid': 'd7cc63e1-97d1-435a-8e8c-c19ff6c9a0c1', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '00bfb5f5-dca6-4a4f-b11a-4b867dbe0691'}]",1012
Novi Digital Entertainment,d5f9c3f7-3dbc-41f7-9cca-bd1a3a709141,Success,"[{'uid': '2170f26f-43f2-4f0f-b080-097de0aafdea', 'group_uid': 'd5f9c3f7-3dbc-41f7-9cca-bd1a3a709141', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '855de746-c93a-4e30-8570-f9fed60646b2'}, {'uid': '33e028d1-0c7f-4024-8c65-69bac923eece', 'group_uid': 'd5f9c3f7-3dbc-41f7-9cca-bd1a3a709141', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '855de746-c93a-4e30-8570-f9fed60646b2'}, {'uid': 'f979b413-1b57-4512-a855-c3ef7b040e1a', 'group_uid': 'd5f9c3f7-3dbc-41f7-9cca-bd1a3a709141', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '855de746-c93a-4e30-8570-f9fed60646b2'}]",1017
Nspira Management Services,48f1f6fc-c021-452a-8582-d181f7a7187b,Success,"[{'uid': 'f0cc7336-f5f7-438c-ba8c-afa8c608b69c', 'group_uid': '48f1f6fc-c021-452a-8582-d181f7a7187b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd5a9fd61-0a96-4f76-9c50-49c2b390359b'}, {'uid': 'b11dc3f0-5f80-4121-96f7-cb55e8d726ef', 'group_uid': '48f1f6fc-c021-452a-8582-d181f7a7187b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd5a9fd61-0a96-4f76-9c50-49c2b390359b'}, {'uid': 'ed2a548a-d8d5-4b42-9a96-529646a34a01', 'group_uid': '48f1f6fc-c021-452a-8582-d181f7a7187b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd5a9fd61-0a96-4f76-9c50-49c2b390359b'}]",1021
Novel Jewels,b52ea22f-bdfa-418d-8190-8346aa5cbe7b,Success,"[{'uid': '2fe9de1f-2721-4dfb-b485-0e800c09ee21', 'group_uid': 'b52ea22f-bdfa-418d-8190-8346aa5cbe7b', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f1b8c0b0-927a-4d96-90e6-8a2da7adae19'}, {'uid': 'd06990e4-129a-4616-beec-98f2bfb6305e', 'group_uid': 'b52ea22f-bdfa-418d-8190-8346aa5cbe7b', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f1b8c0b0-927a-4d96-90e6-8a2da7adae19'}, {'uid': 'e4314997-29ca-4949-b6b9-8fcdc2786a56', 'group_uid': 'b52ea22f-bdfa-418d-8190-8346aa5cbe7b', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f1b8c0b0-927a-4d96-90e6-8a2da7adae19'}]",1025
Nutricia International,42f14576-f59d-4fb1-8a9c-212c51967685,Success,"[{'uid': 'ea0dc302-a036-4e39-9c3c-3895c615bcc3', 'group_uid': '42f14576-f59d-4fb1-8a9c-212c51967685', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '0a17d391-d9c7-4a21-9b0e-3e3d0c291dcc'}, {'uid': '84da0d7d-9056-4568-8188-036960030714', 'group_uid': '42f14576-f59d-4fb1-8a9c-212c51967685', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '0a17d391-d9c7-4a21-9b0e-3e3d0c291dcc'}, {'uid': '97facb25-2f4b-418d-933a-473b1a2bda4c', 'group_uid': '42f14576-f59d-4fb1-8a9c-212c51967685', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '0a17d391-d9c7-4a21-9b0e-3e3d0c291dcc'}]",1031
One 97 Communications,4d352d73-b326-411b-a6ef-5c3e2e9ba7bc,Success,"[{'uid': '132edca1-5199-4c05-8154-442fbf98a4f1', 'group_uid': '4d352d73-b326-411b-a6ef-5c3e2e9ba7bc', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'ca4277d5-81c5-49d7-9035-b3c7736dd6f3'}, {'uid': 'dc93dd2a-871e-4924-bdae-4567ccdc91c3', 'group_uid': '4d352d73-b326-411b-a6ef-5c3e2e9ba7bc', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'ca4277d5-81c5-49d7-9035-b3c7736dd6f3'}, {'uid': 'e5b5e384-378f-41e5-bdc5-8df3924170c9', 'group_uid': '4d352d73-b326-411b-a6ef-5c3e2e9ba7bc', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'ca4277d5-81c5-49d7-9035-b3c7736dd6f3'}]",1037
Oizta Screenox Media,87b47237-e2ab-4a72-ba40-b085d6238685,Success,"[{'uid': 'b661aad4-7745-4bd4-a89c-1683da708795', 'group_uid': '87b47237-e2ab-4a72-ba40-b085d6238685', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '8b4b0381-42bf-4d5d-834b-5624a6b30512'}, {'uid': '4037eb0a-9c74-4876-b574-a72207184cef', 'group_uid': '87b47237-e2ab-4a72-ba40-b085d6238685', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '8b4b0381-42bf-4d5d-834b-5624a6b30512'}, {'uid': 'ab54701c-3440-4cda-8e4e-f40a85776be3', 'group_uid': '87b47237-e2ab-4a72-ba40-b085d6238685', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '8b4b0381-42bf-4d5d-834b-5624a6b30512'}]",1042
One Mobikwik Systems,64ced9fb-1bac-4cd6-b483-0e56fb63cd13,Success,"[{'uid': '736a854b-71b1-409f-bfe9-5c87218a769d', 'group_uid': '64ced9fb-1bac-4cd6-b483-0e56fb63cd13', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '542f4d1d-8f6b-47aa-a524-79269c15c2f6'}, {'uid': '4057ec25-47eb-48ec-884d-97f5ede4f59d', 'group_uid': '64ced9fb-1bac-4cd6-b483-0e56fb63cd13', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '542f4d1d-8f6b-47aa-a524-79269c15c2f6'}, {'uid': '4d80a702-c49e-4508-8780-b5410e473c79', 'group_uid': '64ced9fb-1bac-4cd6-b483-0e56fb63cd13', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '542f4d1d-8f6b-47aa-a524-79269c15c2f6'}]",1047
Orchard Healthcare,57d34b93-9042-461c-81ac-66b9754870cf,Success,"[{'uid': '7a90d907-b8e5-4ffe-aa39-a97487a818ae', 'group_uid': '57d34b93-9042-461c-81ac-66b9754870cf', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '86d44779-d773-486d-a5ae-128e68170f0e'}, {'uid': '0752e5b3-5876-4ccb-a497-05ee0d89e66c', 'group_uid': '57d34b93-9042-461c-81ac-66b9754870cf', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '86d44779-d773-486d-a5ae-128e68170f0e'}, {'uid': '1ae333af-7786-4ea8-a7eb-990513a0b614', 'group_uid': '57d34b93-9042-461c-81ac-66b9754870cf', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '86d44779-d773-486d-a5ae-128e68170f0e'}]",1051
Orient Cement,d9180687-ea5f-4abd-8ae8-99777eefbdd5,Success,"[{'uid': '862382f2-eafa-4d44-a4f7-9d9f0d8d89a0', 'group_uid': 'd9180687-ea5f-4abd-8ae8-99777eefbdd5', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'f3f307b7-899e-41cc-bca4-11e54ea71ced'}, {'uid': '38e24f4c-5455-44db-be78-5265ca9d373a', 'group_uid': 'd9180687-ea5f-4abd-8ae8-99777eefbdd5', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'f3f307b7-899e-41cc-bca4-11e54ea71ced'}, {'uid': '7b0a6d97-32a0-4715-876d-025b2a5ace8f', 'group_uid': 'd9180687-ea5f-4abd-8ae8-99777eefbdd5', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'f3f307b7-899e-41cc-bca4-11e54ea71ced'}]",1056
Orion Nutritionals,30702ba8-c494-4c25-801d-8db6b15db00f,Success,"[{'uid': '01274cf0-e746-4e13-b712-466f4822ff3c', 'group_uid': '30702ba8-c494-4c25-801d-8db6b15db00f', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '2aa16231-13b1-4e2b-9c7e-08b43841bb47'}, {'uid': '5a432e6d-78b9-4731-bbe8-86f3604c956a', 'group_uid': '30702ba8-c494-4c25-801d-8db6b15db00f', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '2aa16231-13b1-4e2b-9c7e-08b43841bb47'}, {'uid': '1d5f8a17-d195-4742-8c09-3eb07a933298', 'group_uid': '30702ba8-c494-4c25-801d-8db6b15db00f', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '2aa16231-13b1-4e2b-9c7e-08b43841bb47'}]",1062
Oneplus,12e62467-163f-41b0-b96c-0a02a4c90c01,Success,"[{'uid': 'b6838dea-3211-4df4-8f71-19a0aff70bfe', 'group_uid': '12e62467-163f-41b0-b96c-0a02a4c90c01', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '47304471-d848-48dd-bc91-2452bcb4b05e'}, {'uid': '65cc4a5a-fcb4-41a7-a7ec-b265f58fef44', 'group_uid': '12e62467-163f-41b0-b96c-0a02a4c90c01', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '47304471-d848-48dd-bc91-2452bcb4b05e'}, {'uid': '8f6f140d-12d3-4e5c-a8e7-c59d13943f35', 'group_uid': '12e62467-163f-41b0-b96c-0a02a4c90c01', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '47304471-d848-48dd-bc91-2452bcb4b05e'}]",1066
P.C. Chandra,ca13238a-e8b4-4fde-b812-5284a2246f43,Success,"[{'uid': '15fc1e1d-44d9-4603-8af4-1c4d3bdf06a8', 'group_uid': 'ca13238a-e8b4-4fde-b812-5284a2246f43', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'bd9d73a8-95f9-4354-b065-ebabb2de3801'}, {'uid': 'd5092f2e-c608-4f63-abb8-7b78abccb2de', 'group_uid': 'ca13238a-e8b4-4fde-b812-5284a2246f43', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'bd9d73a8-95f9-4354-b065-ebabb2de3801'}, {'uid': 'da5fb647-a3d9-4c6d-bb1a-dee5a8f63304', 'group_uid': 'ca13238a-e8b4-4fde-b812-5284a2246f43', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'bd9d73a8-95f9-4354-b065-ebabb2de3801'}]",1072
Pankaja Kasthuri Herbals,194d4dc3-b63d-459e-9b9b-e672e3926956,Success,"[{'uid': '4fe65446-ee03-4b94-ab30-916d8fb1a8a1', 'group_uid': '194d4dc3-b63d-459e-9b9b-e672e3926956', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd7df0c66-b55f-41e0-9050-c4c2ea254ad9'}, {'uid': '1f6d689c-07fd-41fe-9260-108e918b3c81', 'group_uid': '194d4dc3-b63d-459e-9b9b-e672e3926956', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd7df0c66-b55f-41e0-9050-c4c2ea254ad9'}, {'uid': '59f904ad-6584-4bf8-9a18-7b3e24e4b5f5', 'group_uid': '194d4dc3-b63d-459e-9b9b-e672e3926956', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd7df0c66-b55f-41e0-9050-c4c2ea254ad9'}]",1076
Orra Fine Jewellery,062adb07-2f96-4292-9960-c7c988c0abf8,Success,"[{'uid': '37323eab-4a38-450e-afaf-cd190cb9571d', 'group_uid': '062adb07-2f96-4292-9960-c7c988c0abf8', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '45cc9ca1-0543-42b7-86fc-f8928a6114aa'}, {'uid': 'b55a6bab-dcad-42e5-b129-55f356145169', 'group_uid': '062adb07-2f96-4292-9960-c7c988c0abf8', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '45cc9ca1-0543-42b7-86fc-f8928a6114aa'}, {'uid': 'd275b514-c457-4cfa-ada7-cba7fcc5150a', 'group_uid': '062adb07-2f96-4292-9960-c7c988c0abf8', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '45cc9ca1-0543-42b7-86fc-f8928a6114aa'}]",1080
Patil Parimala Works,f501d43c-586b-45d6-9b12-0e53b61d5cb9,Success,"[{'uid': '25976ea3-a0d6-4ba1-913f-56e4579374d0', 'group_uid': 'f501d43c-586b-45d6-9b12-0e53b61d5cb9', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'af93e96c-8459-4d01-9ef1-25778771d4b7'}, {'uid': 'a01116e2-3826-4dce-8587-17d938851959', 'group_uid': 'f501d43c-586b-45d6-9b12-0e53b61d5cb9', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'af93e96c-8459-4d01-9ef1-25778771d4b7'}, {'uid': '14e80447-f499-474e-8aae-2fd7870384dd', 'group_uid': 'f501d43c-586b-45d6-9b12-0e53b61d5cb9', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'af93e96c-8459-4d01-9ef1-25778771d4b7'}]",1087
Paytm Payments Bank,478f9afe-0be5-4a3b-aa61-f5e98119a617,Success,"[{'uid': '7048c2b2-93f8-4a97-8ab5-723bf7bf2998', 'group_uid': '478f9afe-0be5-4a3b-aa61-f5e98119a617', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'a876dafd-de9e-4735-9164-576413d530b8'}, {'uid': 'ec044950-c2ec-4d71-a22d-72a2856600af', 'group_uid': '478f9afe-0be5-4a3b-aa61-f5e98119a617', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'a876dafd-de9e-4735-9164-576413d530b8'}, {'uid': '33fdb0d5-6c68-483a-afb3-d4bd2335ab9c', 'group_uid': '478f9afe-0be5-4a3b-aa61-f5e98119a617', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'a876dafd-de9e-4735-9164-576413d530b8'}]",1091
Payu Payments,f059528e-0897-476a-8160-ed0e2ee25e9e,Success,"[{'uid': '6d30a7b7-b86d-4368-83a8-da0a3d69d9d6', 'group_uid': 'f059528e-0897-476a-8160-ed0e2ee25e9e', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'd60c911f-7b7d-431f-bb23-413206b73532'}, {'uid': 'fbe1fb95-00f0-4b53-9931-a7ffc824973b', 'group_uid': 'f059528e-0897-476a-8160-ed0e2ee25e9e', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'd60c911f-7b7d-431f-bb23-413206b73532'}, {'uid': 'cd32b8e4-9a18-40e1-9a8c-ae99704454b7', 'group_uid': 'f059528e-0897-476a-8160-ed0e2ee25e9e', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'd60c911f-7b7d-431f-bb23-413206b73532'}]",1097
Paul George Global School,8c284a40-8b7c-475c-841c-7551a7231ecb,Success,"[{'uid': '1c2bddd8-670b-4e17-aeb1-b9b718702449', 'group_uid': '8c284a40-8b7c-475c-841c-7551a7231ecb', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': '250cf709-10bc-4571-a0ce-0cdcc1a602a0'}, {'uid': '69a66f96-f65c-43c3-9e4b-8549f1ee5726', 'group_uid': '8c284a40-8b7c-475c-841c-7551a7231ecb', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': '250cf709-10bc-4571-a0ce-0cdcc1a602a0'}, {'uid': '5471eda6-355d-4e4b-bb6e-746ece399644', 'group_uid': '8c284a40-8b7c-475c-841c-7551a7231ecb', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': '250cf709-10bc-4571-a0ce-0cdcc1a602a0'}]",1101
Philips Domestic Appliances,9e8a6dd5-e73a-4fb7-af80-c85d825c9974,Success,"[{'uid': 'c13cb2ea-a134-4fbb-90a7-2ef0605174fd', 'group_uid': '9e8a6dd5-e73a-4fb7-af80-c85d825c9974', 'role_uid': '1544916c-0ce0-4042-a8e5-6e18042c73b7', 'account_uid': 'a747d8e1-43ba-4d98-8366-928f668bdc49'}, {'uid': '03684fcf-ffb3-4fe6-9f83-dd778cd7e247', 'group_uid': '9e8a6dd5-e73a-4fb7-af80-c85d825c9974', 'role_uid': '9e7c812c-c063-4613-9776-31f635bd1c03', 'account_uid': 'a747d8e1-43ba-4d98-8366-928f668bdc49'}, {'uid': 'ce5decda-782a-4089-a69b-f9454c34d7b2', 'group_uid': '9e8a6dd5-e73a-4fb7-af80-c85d825c9974', 'role_uid': '6948d8e6-eca6-4c12-9241-a47db34db467', 'account_uid': 'a747d8e1-43ba-4d98-8366-928f668bdc49'}]",1105
